#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","10-092876-0769 LM12","SAMN06297605","PRJNA371291","GCA_001999165.1","Complete",2.92963,38,"chromosome:NZ_CP019625.1/CP019625.1",,1,2826,"2017-02-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/165/GCF_001999165.1_ASM199916v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","UKVDL7","SAMN19696832","PRJNA737476","GCA_018968745.1","Complete",2.98356,38.0879,"chromosome:NZ_CP076669.1/CP076669.1; plasmid unnamed:NZ_CP076670.1/CP076670.1",,2,2881,"2021-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/968/745/GCA_018968745.1_ASM1896874v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/968/745/GCF_018968745.1_ASM1896874v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm 3163","SAMN04348333","PRJNA306210","GCA_001483405.1","Complete",2.92775,38,"chromosome:NZ_CP013722.1/CP013722.1",,1,2826,"2015-12-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/405/GCF_001483405.1_ASM148340v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","10-092876-1547 LM7","SAMN06297525","PRJNA371291","GCA_001999065.1","Complete",2.92201,38,"chromosome:NZ_CP019620.1/CP019620.1",,1,2787,"2017-02-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/065/GCF_001999065.1_ASM199906v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","20-05651","SAMN26535716","PRJNA814010","GCA_022682045.1","Complete",2.92007,38,"chromosome:NZ_CP093220.1/CP093220.1",,1,2824,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/682/045/GCA_022682045.1_ASM2268204v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/682/045/GCF_022682045.1_ASM2268204v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM850658","SAMN02997429","PRJNA258242","GCA_001188655.1","Complete",2.9185,38.1,"chromosome:NZ_CP009242.1/CP009242.1",,1,2831,"2015-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/655/GCF_001188655.1_ASM118865v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN007956","SAMN02569973","PRJNA215355","GCA_001005985.1","Complete",2.91817,38,"chromosome:NZ_CP011397.1/CP011397.1",,1,2837,"2015-05-11T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/985/GCF_001005985.1_ASM100598v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","52854","SAMN10148429","PRJNA493236","GCA_008807955.1","Complete",2.91553,38.1,"chromosome:NZ_CP032672.1/CP032672.1",,1,2781,"2019-10-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/955/GCF_008807955.1_ASM880795v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM20","SAMN19267647","PRJNA731068","GCA_018735785.1","Complete",2.91506,38.1,"chromosome:NZ_CP076126.1/CP076126.1",,1,2781,"2021-06-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/735/785/GCA_018735785.1_ASM1873578v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/735/785/GCF_018735785.1_ASM1873578v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","10-092876-1063 LM3","SAMN06297510","PRJNA371291","GCA_001998985.1","Complete",2.91395,38,"chromosome:NZ_CP019616.1/CP019616.1",,1,2773,"2017-02-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/985/GCF_001998985.1_ASM199898v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","JF5861 complete genome","SAMEA104314690","PRJEB22706","GCA_900231485.1","Complete",2.9137,38.1,"chromosome 1:NZ_LT985475.1/LT985475.1",,1,2785,"2018-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/485/GCA_900231485.1_JF5861_complete_genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/231/485/GCF_900231485.1_JF5861_complete_genome"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM18","SAMN17036357","PRJNA683759","GCA_016767835.1","Complete",2.91309,38,"chromosome:NZ_CP067362.1/CP067362.1",,1,2778,"2021-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/767/835/GCA_016767835.1_ASM1676783v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/767/835/GCF_016767835.1_ASM1676783v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM42","SAMN19267651","PRJNA731099","GCA_018966765.1","Complete",2.91295,38.1,"chromosome:NZ_CP076626.1/CP076626.1",,1,2786,"2021-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/966/765/GCA_018966765.1_ASM1896676v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/966/765/GCF_018966765.1_ASM1896676v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","PNUSAL000144","SAMN02351401","PRJNA212117","GCA_002105675.1","Complete",2.9122,38,"chromosome:NZ_CP020831.1/CP020831.1",,1,2762,"2017-04-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/675/GCF_002105675.1_ASM210567v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N2306","SAMN03372633","PRJNA276441","GCA_000950775.1","Complete",2.91164,38.1,"chromosome:NZ_CP011004.1/CP011004.1",,1,2778,"2015-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/775/GCA_000950775.1_ASM95077v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/775/GCF_000950775.1_ASM95077v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NCCP 15743","SAMN08939842","PRJNA450492","GCA_004771195.1","Complete",2.91147,38,"chromosome:NZ_CP029175.1/CP029175.1",,1,2795,"2019-04-11T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/771/195/GCF_004771195.1_ASM477119v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","GTA-L201","SAMN25653828","PRJNA803486","GCA_022220725.1","Complete",2.91008,38,"chromosome:NZ_CP092061.1/CP092061.1",,1,2778,"2022-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/220/725/GCA_022220725.1_ASM2222072v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/220/725/GCF_022220725.1_ASM2222072v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","OB080183","SAMN15862383","PRJNA632905","GCA_014334275.1","Complete",2.99915,37.9879,"chromosome:NZ_CP060526.1/CP060526.1; plasmid pOB080183:NZ_CP060527.1/CP060527.1",,2,2875,"2020-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/334/275/GCA_014334275.1_ASM1433427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/334/275/GCF_014334275.1_ASM1433427v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N16-0044","SAMN10745353","PRJNA515219","GCA_004101665.1","Complete",2.90872,38,"chromosome:NZ_CP035187.1/CP035187.1",,1,2770,"2019-01-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/665/GCF_004101665.1_ASM410166v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NCTC7973","SAMEA26403418","PRJEB6403","GCA_900637785.1","Complete",2.90829,38,"chromosome 1:NZ_LR134397.1/LR134397.1",,1,2815,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/785/GCA_900637785.1_52592_C02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/785/GCF_900637785.1_52592_C02"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L2626","SAMN02713641","PRJNA243256","GCA_001027245.1","Complete",2.90749,38,"chromosome:NZ_CP007684.1/CP007684.1",,1,2820,"2015-06-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/245/GCF_001027245.1_ASM102724v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_58","SAMN03255438","PRJNA231221","GCA_001188025.2","Complete",2.90667,38,"chromosome:NZ_CP026043.1/CP026043.1",,1,2785,"2018-01-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/025/GCF_001188025.2_ASM118802v2"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN006122","SAMN02318985","PRJNA215355","GCA_000681515.2","Complete",2.90667,38,"chromosome:NZ_CP007600.2/CP007600.2",,1,2785,"2014-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/681/515/GCA_000681515.2_ASM68151v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/515/GCF_000681515.2_ASM68151v2"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","MOD1_LS152","SAMN02769705","PRJNA215355","GCA_002105655.1","Complete",2.90591,38.1,"chromosome:NZ_CP020830.1/CP020830.1",,1,2814,"2017-04-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/655/GCF_002105655.1_ASM210565v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","IZSAM_Lm_15_17439_A144","SAMN04387840","PRJNA261392","GCA_001513695.1","Complete",2.90553,38,"chromosome:NZ_CP013919.1/CP013919.1",,1,2828,"2016-01-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/695/GCF_001513695.1_ASM151369v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm 3136","SAMN04348332","PRJNA306208","GCA_001483425.1","Complete",2.90535,38,"chromosome:NZ_CP013723.1/CP013723.1",,1,2807,"2015-12-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/425/GCF_001483425.1_ASM148342v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LMP18-H2446","SAMN09692985","PRJNA507264","GCA_003900515.2","Complete",2.98633,37.9891,"chromosome:NZ_CP041211.1/CP041211.1; plasmid pCFSAN074383:NZ_CP041212.1/CP041212.1",,2,2901,"2019-06-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/900/515/GCF_003900515.1_ASM390051v2"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NE dc2014","SAMN02689320","PRJNA241322","GCA_000600015.1","Complete",2.90466,38,"chromosome:NZ_CP007492.1/CP007492.1",,1,2776,"2014-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/015/GCA_000600015.1_ASM60001v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/015/GCF_000600015.1_ASM60001v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NTSN","SAMN03177401","PRJNA267024","GCA_000800335.1","Complete",2.9045,38,"chromosome:NZ_CP009897.1/CP009897.1",,1,2776,"2014-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/335/GCA_000800335.1_ASM80033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/335/GCF_000800335.1_ASM80033v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","IZSAM_Lm_hs2008","SAMN03073546","PRJNA261392","GCA_000808055.1","Complete",2.90423,38,"chromosome:NZ_CP010346.1/CP010346.1",,1,2781,"2014-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/055/GCA_000808055.1_ASM80805v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/055/GCF_000808055.1_ASM80805v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM25","SAMN19267648","PRJNA731071","GCA_018736025.1","Complete",2.90164,38,"chromosome:NZ_CP076127.1/CP076127.1",,1,2778,"2021-06-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/736/025/GCA_018736025.1_ASM1873602v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/025/GCF_018736025.1_ASM1873602v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM39","SAMN17320316","PRJNA692332","GCA_016775745.1","Complete",2.90139,38,"chromosome:NZ_CP068600.1/CP068600.1",,1,2775,"2021-02-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/775/745/GCA_016775745.1_ASM1677574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/775/745/GCF_016775745.1_ASM1677574v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","JF5203_1","SAMEA104569033","PRJEB22706","GCA_900275645.1","Complete",2.90089,38,"chromosome 1:NZ_LT985474.1/LT985474.1",,1,2773,"2018-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/275/645/GCA_900275645.1_JF5203_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/275/645/GCF_900275645.1_JF5203_1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_57","SAMN03255437","PRJNA231221","GCA_001188045.2","Complete",2.9354,37.9609,"chromosome:NZ_CP030102.1/CP030102.1; plasmid unnamed:NZ_CP030101.1/CP030101.1",,2,2797,"2018-07-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/045/GCF_001188045.2_ASM118804v2"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LMJF5203","SAMN10391004","PRJNA504399","GCA_003722375.1","Complete",2.89932,38,"chromosome:NZ_CP033612.1/CP033612.1",,1,2775,"2018-11-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/375/GCF_003722375.1_ASM372237v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","PNUSAL000096","SAMN02347435","PRJNA212117","GCA_002105695.1","Complete",2.89733,38,"chromosome:NZ_CP020832.1/CP020832.1",,1,2803,"2017-04-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/695/GCF_002105695.1_ASM210569v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N843_10","SAMN13341854","PRJNA590889","GCA_009730615.1","Complete",2.89726,38,"chromosome:NZ_CP046361.1/CP046361.1",,1,2778,"2019-12-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/615/GCF_009730615.1_ASM973061v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L2074","SAMN02713647","PRJNA243260","GCA_001027065.1","Complete",2.89719,38,"chromosome:NZ_CP007689.1/CP007689.1",,1,2807,"2015-06-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/065/GCF_001027065.1_ASM102706v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N843_15","SAMN13341946","PRJNA590892","GCA_009730635.1","Complete",2.89667,38,"chromosome:NZ_CP046362.1/CP046362.1",,1,2773,"2019-12-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/635/GCF_009730635.1_ASM973063v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L2625","SAMN02713648","PRJNA243264","GCA_001027125.1","Complete",2.89659,38.1,"chromosome:NZ_CP007687.1/CP007687.1",,1,2806,"2015-06-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/125/GCF_001027125.1_ASM102712v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2018TE5305-1-4","SAMN09197734","PRJNA261392","GCA_003144075.1","Complete",2.89478,38,"chromosome:NZ_CP029372.1/CP029372.1",,1,2801,"2018-05-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/075/GCF_003144075.1_ASM314407v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2015TE24968","SAMN04452089","PRJNA261392","GCA_001596775.2","Complete",2.95225,37.961,"chromosome:NZ_CP014790.1/CP014790.1; plasmid pl2015TE24968:NZ_CP015985.1/CP015985.1",,2,2862,"2016-03-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/775/GCF_001596775.2_ASM159677v2"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","UKVDL4","SAMN19669079","PRJNA736949","GCA_018966805.1","Complete",2.89365,38.2,"chromosome:NZ_CP076644.1/CP076644.1",,1,2781,"2021-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/966/805/GCA_018966805.1_ASM1896680v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/966/805/GCF_018966805.1_ASM1896680v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","H34","SAMN06681248","PRJNA381593","GCA_002101275.1","Complete",2.89247,38,"chromosome:NZ_CP020774.1/CP020774.1",,1,2748,"2017-04-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/275/GCF_002101275.1_ASM210127v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","GTA-L411","SAMN25653833","PRJNA803486","GCA_022220785.1","Complete",2.89003,38,"chromosome:NZ_CP092056.1/CP092056.1",,1,2774,"2022-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/220/785/GCA_022220785.1_ASM2222078v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/220/785/GCF_022220785.1_ASM2222078v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM36","SAMN17320315","PRJNA692328","GCA_016775725.1","Complete",2.8869,38,"chromosome:NZ_CP068599.1/CP068599.1",,1,2801,"2021-02-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/775/725/GCA_016775725.1_ASM1677572v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/775/725/GCF_016775725.1_ASM1677572v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","UKVDL9","SAMN16822871","PRJNA679051","GCA_015689035.1","Complete",2.88514,38.2,"chromosome:NZ_CP065028.1/CP065028.1",,1,2730,"2020-11-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/689/035/GCA_015689035.1_ASM1568903v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/035/GCF_015689035.1_ASM1568903v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","3BS29","SAMN14260727","PRJNA609411","GCA_018604185.1","Complete",2.88429,37.9,"chromosome:NZ_CP075871.1/CP075871.1",,1,2790,"2021-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/604/185/GCA_018604185.1_ASM1860418v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/604/185/GCF_018604185.1_ASM1860418v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","GTA-L409","SAMN25653832","PRJNA803486","GCA_022220805.1","Complete",2.87923,38,"chromosome:NZ_CP092057.1/CP092057.1",,1,2761,"2022-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/220/805/GCA_022220805.1_ASM2222080v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/220/805/GCF_022220805.1_ASM2222080v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","3BS90","SAMN14261987","PRJNA609411","GCA_018672415.1","Complete",2.87516,37.9,"chromosome:NZ_CP076051.1/CP076051.1",,1,2809,"2021-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/672/415/GCA_018672415.1_ASM1867241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/672/415/GCF_018672415.1_ASM1867241v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","52860","SAMN10148434","PRJNA493236","GCA_008807915.1","Complete",2.872,38.2,"chromosome:NZ_CP032670.1/CP032670.1",,1,2791,"2019-10-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/915/GCF_008807915.1_ASM880791v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","52330","SAMN10148445","PRJNA493236","GCA_008807975.1","Complete",2.872,38.2,"chromosome:NZ_CP032673.1/CP032673.1",,1,2791,"2019-10-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/975/GCF_008807975.1_ASM880797v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM26","SAMN17320318","PRJNA692329","GCA_016757715.1","Complete",2.87133,38,"chromosome:NZ_CP068392.1/CP068392.1",,1,2748,"2021-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/757/715/GCA_016757715.1_ASM1675771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/757/715/GCF_016757715.1_ASM1675771v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM7","SAMN18537090","PRJNA718477","GCA_019332005.1","Complete",2.87131,38,"chromosome:NZ_CP076625.1/CP076625.1",,1,2736,"2021-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/332/005/GCA_019332005.1_ASM1933200v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/332/005/GCF_019332005.1_ASM1933200v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","134","SAMN14074483","PRJNA605697","GCA_014304695.1","Complete",2.86555,38.1,"chromosome:NZ_CP060431.1/CP060431.1",,1,2756,"2020-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/304/695/GCA_014304695.1_ASM1430469v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/695/GCF_014304695.1_ASM1430469v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","24618","SAMN14074485","PRJNA605697","GCA_014304775.1","Complete",2.86535,38.1,"chromosome:NZ_CP060429.1/CP060429.1",,1,2766,"2020-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/304/775/GCA_014304775.1_ASM1430477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/775/GCF_014304775.1_ASM1430477v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","GTA-L407","SAMN25653831","PRJNA803486","GCA_022220745.1","Complete",2.86534,38.1,"chromosome:NZ_CP092058.1/CP092058.1",,1,2765,"2022-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/220/745/GCA_022220745.1_ASM2222074v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/220/745/GCF_022220745.1_ASM2222074v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","GIMC2016:Lmc547","SAMN14074482","PRJNA605697","GCA_014304675.1","Complete",2.86529,38.1,"chromosome:NZ_CP060432.1/CP060432.1",,1,2764,"2020-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/304/675/GCA_014304675.1_ASM1430467v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/675/GCF_014304675.1_ASM1430467v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM4","SAMN19292164","PRJNA731644","GCA_018735945.1","Complete",2.86524,38.1,"chromosome:NZ_CP076125.1/CP076125.1",,1,2749,"2021-06-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/735/945/GCA_018735945.1_ASM1873594v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/735/945/GCF_018735945.1_ASM1873594v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL F6-0367","SAMN16231354","PRJNA664209","GCA_014843295.1","Complete",2.86472,38.1,"chromosome:NZ_CP062126.1/CP062126.1",,1,2751,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/295/GCA_014843295.1_ASM1484329v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/295/GCF_014843295.1_ASM1484329v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2015TE19005-1355","SAMN04452088","PRJNA261392","GCA_001551855.1","Complete",2.86429,38,"chromosome:NZ_CP014261.1/CP014261.1",,1,2765,"2016-02-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/855/GCF_001551855.1_ASM155185v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_555","SAMN10163248","PRJNA231221","GCA_003812545.1","Complete",2.85207,38.1,"chromosome:NZ_CP033737.1/CP033737.1",,1,2749,"2018-11-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/545/GCF_003812545.1_ASM381254v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL-J1-158","SAMN23386453","PRJNA782601","GCA_021391475.1","Complete",2.92699,37.8013,"chromosome:NZ_CP090057.1/CP090057.1; plasmid pj1-0208:NZ_CP090058.1/CP090058.1",,2,2821,"2022-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/391/475/GCA_021391475.1_ASM2139147v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/475/GCF_021391475.1_ASM2139147v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","WSLC 1020","SAMN04286630","PRJNA302838","GCA_001454885.1","Complete",2.84204,38.3,"chromosome:NZ_CP013287.1/CP013287.1",,1,2701,"2015-12-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/885/GCF_001454885.1_ASM145488v1"
